anio;semana;valor
1926;47;169.49068323086914
1926;48;213.48126336093208
1927;1;289.0475277439269
1927;2;57.9729493081106
1927;3;241.1672733983456
1927;4;205.99781592965354
1927;5;157.7731496621223
1927;6;210.60165955917734
1927;7;178.4720511319352
1927;8;147.68968543757592
1927;9;133.89446981425192
1927;10;181.03308944586612
1927;11;32.0148526492427
1927;12;332.489961019572
1927;13;62.24802725374232
1927;14;120.70791382984592
1927;15;153.34446938178985
1927;16;30.90741931498897
1927;17;149.0319528779262
1927;18;365.493798387589
1927;19;207.91431884071307
1927;20;-9.154338520251883
1927;21;101.52515334289187
1927;22;33.32732209802461
1927;23;269.39782309051697
1927;24;216.84876069743655
1927;25;172.85095951345195
1927;26;257.9354443786709
1927;27;269.3161112596869
1927;28;49.67757770516232
1927;29;219.7836223847151
1927;30;177.49669887351575
1927;31;191.60455404341954
1927;32;265.7417181960092
1927;33;-75.07921679871436
1927;34;-2.780657173578618
1927;35;231.30862035700693
1927;36;147.97580419841623
1927;37;314.73193433375474
1927;38;4.3448439506552745
1927;39;178.21055583765843
1927;40;129.14264667821544
1927;41;378.23037537064374
1927;42;88.70791876469792
1927;43;281.6888547576626
1927;44;216.41205279399645
1927;45;60.19926735472018
1927;46;253.50699308891802
1927;47;439.58862970118173
1927;48;64.25445676685914
1928;1;388.2361981292041
1928;2;167.71947678500266
1928;3;278.7781359390776
1928;4;407.1993272641146
1928;5;245.31107990938656
1928;6;199.82613807527005
1928;7;177.20699920789724
1928;8;122.9843155984515
1928;9;360.9795631302583
1928;10;139.05467533908933
1928;11;355.61652489586874
1928;12;220.91043189174
1928;13;226.59588202537327
1928;14;192.7977383678449
1928;15;309.4280152007473
1928;16;273.869553905221
1928;17;234.4163123371259
1928;18;81.08132350774451
1928;19;480.5838971775898
1928;20;238.57751545906936
1928;21;179.24935162507492
1928;22;247.74278911358812
1928;23;334.75822962050466
1928;24;162.768270243602
1928;25;79.92143883463099
1928;26;38.79462836601948
1928;27;163.4980143494121
1928;28;156.1891506456737
1928;29;276.3676070854728
1928;30;97.07659927637138
1928;31;304.15199579402844
1928;32;99.43633599590875
1928;33;290.31563661261805
1928;34;151.09050906370777
1928;35;311.899106620025
1928;36;167.63586983898196
1928;37;188.55210646171636
1928;38;410.0715083510431
1928;39;154.5672466642534
1928;40;124.1970760946073
1928;41;122.49872307169524
1928;42;122.27918441648237
1928;43;242.5772410884298
1928;44;89.84756995365109
1928;45;150.01284212316006
1928;46;240.89110864765064
1928;47;340.50715397970544
1928;48;272.30689471031627
1929;1;370.6809431905551
1929;2;348.1012191987945
1929;3;238.90278428197232
1929;4;163.22318522163937
1929;5;158.32559161316982
1929;6;238.8678414453432
1929;7;116.00390792532622
1929;8;259.7322355575896
1929;9;153.75047156043243
1929;10;219.30031457561776
1929;11;207.1965947628981
1929;12;162.88961703123869
1929;13;54.61870716649037
1929;14;211.53659631156538
1929;15;208.77578965875603
1929;16;136.2023740237073
1929;17;180.94522254172995
1929;18;150.7032260557064
1929;19;219.13356601918701
1929;20;302.6538142436554
1929;21;76.68395955598852
1929;22;225.7782083068128
1929;23;288.0511022801005
1929;24;120.28052436574364
1929;25;147.88293750472775
1929;26;216.1220818961356
1929;27;303.5432497806014
1929;28;317.70835287989377
1929;29;170.5594836792148
1929;30;174.86596232745097
1929;31;265.04580983890594
1929;32;-37.325012822318854
1929;33;193.26905764316885
1929;34;46.4597711796971
1929;35;305.93606293385415
1929;36;325.66180150447394
1929;37;53.50598437468622
1929;38;50.632768940538
1929;39;173.06354989857357
1929;40;192.3792190403543
1929;41;128.32902869250282
1929;42;81.3808254945007
1929;43;115.42652834384324
1929;44;-20.641472109620736
1929;45;206.50914063232574
1929;46;142.814429833578
1929;47;73.82286529846509
1929;48;168.83758319236733
1930;1;351.3981077933895
1930;2;131.16712793144313
1930;3;181.42393962326534
1930;4;224.15775925891873
1930;5;392.17576031886347
1930;6;124.37100129917745
1930;7;234.1249527334893
1930;8;96.34926507703123
1930;9;-32.89544394382813
1930;10;256.2814165690866
1930;11;259.9835951504364
1930;12;145.99913838174854
1930;13;106.80170578436147
1930;14;194.6406182454453
1930;15;347.7904103662752
1930;16;62.07140911067708
1930;17;222.2826814591687
1930;18;214.65715259928322
1930;19;140.13267200817666
1930;20;268.5951745942756
1930;21;101.21607650123804
1930;22;180.85067469696912
1930;23;135.00184224248534
1930;24;348.9832545875489
1930;25;352.6917908123231
1930;26;92.21617051179483
1930;27;247.18188212461644
1930;28;156.90235645383973
1930;29;316.2218811428809
1930;30;308.3496467920943
1930;31;127.17082720028753
1930;32;294.6825621207867
1930;33;320.7604959627755
1930;34;145.15027121244202
1930;35;137.55300486067426
1930;36;115.03365344491576
1930;37;40.525643008128895
1930;38;137.46129317098135
1930;39;171.16182048768337
1930;40;121.46796005716004
1930;41;169.466037032749
1930;42;186.3019380136893
1930;43;223.8518893091846
1930;44;41.93763686321492
1930;45;400.1713094555887
1930;46;221.69340775271976
1930;47;137.76908886100742
1930;48;298.27156940641413
1931;1;416.27743793043373
1931;2;192.45947433783496
1931;3;266.8788412120367
1931;4;287.61319849492077
1931;5;-20.0841122551347
1931;6;167.46694303662488
1931;7;273.46864873888836
1931;8;210.19689278926515
1931;9;115.80765915959891
1931;10;418.5026377039005
1931;11;79.19347582563073
1931;12;124.0665882426586
1931;13;350.0481162955438
1931;14;243.38722623600617
1931;15;279.27029643803144
1931;16;124.12281326121804
1931;17;142.39316946106715
1931;18;-53.30565968659019
1931;19;144.24985948742852
1931;20;142.42609338517371
1931;21;190.68770451075858
1931;22;122.78643853823849
1931;23;257.65179429022055
1931;24;248.87424259662686
1931;25;376.79892308066286
1931;26;134.0811896256693
1931;27;182.58514464592906
1931;28;346.96543427059544
1931;29;225.93591925727878
1931;30;239.42348272582512
1931;31;251.98103999143953
1931;32;285.45333252981914
1931;33;383.19934573976343
1931;34;90.99349026556052
1931;35;94.89556028978467
1931;36;177.59713535007293
1931;37;63.02346475279171
1931;38;216.5528160906808
1931;39;227.06163597730315
1931;40;309.6035100699451
1931;41;141.92527466628894
1931;42;158.40999072209402
1931;43;318.4417107994328
1931;44;372.3663883606906
1931;45;256.77653414000633
1931;46;101.44197842304877
1931;47;66.41514700339386
1931;48;378.6822530857486
1932;1;175.48944045751585
1932;2;282.29708886497167
1932;3;381.77036380238724
1932;4;256.06025009679286
1932;5;347.76505520362093
1932;6;47.747790375164556
1932;7;70.362706089949
1932;8;131.91921478650937
1932;9;149.71780860303048
1932;10;168.97512156830095
1932;11;188.51079628022956
1932;12;218.97815347343743
1932;13;98.7139686130909
1932;14;219.33626761974384
1932;15;145.86641632618552
1932;16;180.36479703506427
1932;17;186.8399616935358
1932;18;196.90054682533008
1932;19;90.24124011135073
1932;20;372.87582324399204
1932;21;53.19052762031336
1932;22;120.67121182799522
1932;23;125.73812743187983
1932;24;205.69079996142992
1932;25;-23.926271787393546
1932;26;390.4521657061921
1932;27;60.43286518165576
1932;28;187.01801351616797
1932;29;174.1298889858541
1932;30;147.99767056176938
1932;31;88.45992658968824
1932;32;122.37391130820382
1932;33;214.49855023776882
1932;34;254.8877639206741
1932;35;461.80223601975985
1932;36;338.62146227743733
1932;37;122.04390160664954
1932;38;107.08935610919443
1932;39;179.72370273910485
1932;40;286.9652416892974
1932;41;248.24489739253667
1932;42;250.24405085533152
1932;43;212.78585517080603
1932;44;130.97752539233244
1932;45;244.17553194470213
1932;46;185.8115052322836
1932;47;101.26797973371085
1932;48;-17.63658537971685
1933;1;191.63814499277447
1933;2;454.4445072390822
1933;3;285.7067286380322
1933;4;20.676839240331418
1933;5;198.34197974850767
1933;6;178.151328253367
1933;7;207.48207400601336
1933;8;238.92002196535552
1933;9;72.44199661995647
1933;10;291.6101679002613
1933;11;114.8259414785745
1933;12;195.93377696296267
1933;13;294.8444877332483
1933;14;280.2104122737086
1933;15;43.10775499482807
1933;16;148.59750068392668
1933;17;179.2672378076254
1933;18;213.46856145964233
1933;19;131.68873161969748
1933;20;358.47590984547406
1933;21;139.29394721082036
1933;22;247.50009029439303
1933;23;195.76113546884565
1933;24;184.90264013246772
1933;25;98.27361243341413
1933;26;160.0673618118833
1933;27;78.19719146012001
1933;28;127.89113642187819
1933;29;180.488246354149
1933;30;108.56980219056776
1933;31;331.62889151474275
1933;32;30.39157117557619
1933;33;292.8622018710231
1933;34;326.3256829529545
1933;35;76.18726759046214
1933;36;76.42013622784158
1933;37;257.42450171306706
1933;38;255.73432518901657
1933;39;267.8315921071801
1933;40;211.78787027248558
1933;41;326.50169736478284
1933;42;41.05951746088493
1933;43;71.21799710617631
1933;44;370.5253892936115
1933;45;263.27219116903717
1933;46;304.02675115723287
1933;47;214.1170014465136
1933;48;220.37017305905977
1934;1;150.5874223192721
1934;2;211.88291445915516
1934;3;235.7673376878242
1934;4;242.02955051391902
1934;5;245.79316316817125
1934;6;296.60159626907796
1934;7;163.18893486447675
1934;8;273.7421460996935
1934;9;377.6146352855048
1934;10;440.44487363392454
1934;11;194.59332694766488
1934;12;92.33746720606901
1934;13;354.90688490081186
1934;14;318.1725786796861
1934;15;193.3588126389301
1934;16;261.9267368200944
1934;17;281.1477168762674
1934;18;400.6284651050049
1934;19;199.19173380289445
1934;20;261.95958523740495
1934;21;204.85436471930956
1934;22;13.767026691661329
1934;23;64.98770811381598
1934;24;232.16725689609046
1934;25;270.36714744958044
1934;26;302.6904777627102
1934;27;196.98439272372644
1934;28;82.1192798878656
1934;29;263.0108592627507
1934;30;241.3794191035621
1934;31;344.21514279483233
1934;32;235.22386212143832
1934;33;426.57980637740343
1934;34;127.72486868050369
1934;35;76.19066998895315
1934;36;227.3426026070578
1934;37;215.69152146755727
1934;38;148.60918778842262
1934;39;222.75939008844006
1934;40;291.34868584453363
1934;41;222.14329647994964
1934;42;434.3353823086179
1934;43;51.65627348816284
1934;44;322.56890536846265
1934;45;248.47471958133156
1934;46;237.7678394431693
1934;47;281.3769040609943
1934;48;254.0191612450737
1935;1;346.98903280013633
1935;2;280.87335425801234
1935;3;51.4070551678885
1935;4;220.7954408223837
1935;5;264.6285162838633
1935;6;247.48885212275212
1935;7;345.84421097675266
1935;8;226.50004463344487
1935;9;125.03979680023235
1935;10;224.0358235996643
1935;11;140.67901513727853
1935;12;306.82655025092777
1935;13;94.07639559752097
1935;14;169.37465840303355
1935;15;288.29021858520895
1935;16;316.5379286392838
1935;17;158.01746190049622
1935;18;193.0089086619223
1935;19;198.3685439921075
1935;20;150.81749958733315
1935;21;282.31585373122294
1935;22;96.44207259821759
1935;23;215.86344678821942
1935;24;145.58096874011085
1935;25;180.1337665662528
1935;26;259.47852375164075
1935;27;242.41593860444902
1935;28;77.38429989433666
1935;29;215.522500616751
1935;30;255.04737130303914
1935;31;46.04101116422768
1935;32;273.7741672777828
1935;33;426.5835881277925
1935;34;258.4563912195219
1935;35;125.5285743347368
1935;36;202.9433057043176
1935;37;60.48918479865705
1935;38;260.05389745886845
1935;39;71.70170647792241
1935;40;47.03927949456988
1935;41;262.58918575648363
1935;42;296.6787689273856
1935;43;72.4645646942782
1935;44;190.81601771300447
1935;45;19.477468080323035
1935;46;345.9961238101107
1935;47;-73.156613052561
1935;48;188.28023208813198
1936;1;105.20097577923728
1936;2;277.09326692882667
1936;3;329.5698123494551
1936;4;350.96445945208256
1936;5;128.41652657888378
1936;6;387.3990519924921
1936;7;135.33717930858313
1936;8;139.1663093534827
1936;9;308.52603901436265
1936;10;186.89898609325078
1936;11;113.92497071454089
1936;12;22.548653367014197
1936;13;113.13762189764897
1936;14;222.4947441310908
1936;15;134.4161783314139
1936;16;66.74388427269994
1936;17;13.407384726395634
1936;18;9.363745220268441
1936;19;232.83529177773616
1936;20;397.89296219051215
1936;21;119.78114402708384
1936;22;329.6384445143924
1936;23;161.85906117217348
1936;24;382.8512614218976
1936;25;148.13184220341242
1936;26;258.86749858535296
1936;27;369.7127293624178
1936;28;269.67898765236373
1936;29;153.7629932170827
1936;30;361.8347654131179
1936;31;408.38737550968165
1936;32;213.36706249361964
1936;33;50.76834801764957
1936;34;152.55449062520972
1936;35;247.65682276457449
1936;36;259.0077164330929
1936;37;308.1423737915242
1936;38;173.2707763520577
1936;39;38.89157219321595
1936;40;179.28000206510364
1936;41;263.375283165279
1936;42;130.12206055361372
1936;43;431.143791803921
1936;44;112.87748776389694
1936;45;162.79171170840027
1936;46;74.5273308495912
1936;47;49.87774939962705
1936;48;106.16686952817096
1937;1;202.77602471256247
1937;2;225.4660274043854
1937;3;467.2697918913807
1937;4;207.4311693197679
1937;5;160.367006231694
1937;6;178.45832714263256
1937;7;191.25483031244033
1937;8;223.8853619480828
1937;9;138.32983341894578
1937;10;167.62129278673984
1937;11;190.63084088789986
1937;12;206.7195761442131
1937;13;174.44950089253592
1937;14;147.78204150147735
1937;15;98.10162637102964
1937;16;49.85217497376186
1937;17;296.1371848500735
1937;18;177.362435694981
1937;19;196.4336591839775
1937;20;213.00883645918685
1937;21;245.4417332805141
1937;22;137.57788416846626
1937;23;196.03032394779837
1937;24;115.0662819972835
1937;25;449.39100414010363
1937;26;159.14218254414106
1937;27;70.60416427314365
1937;28;155.13550545738698
1937;29;197.44376789932792
1937;30;34.198678488034915
1937;31;160.2191037907632
1937;32;305.8227339601068
1937;33;290.7443709630871
1937;34;-10.650363925801628
1937;35;178.04446971662486
1937;36;221.2213203882873
1937;37;402.73730824438724
1937;38;236.8784775799734
1937;39;110.17364504588292
1937;40;72.07281132742955
1937;41;219.69437664680478
1937;42;164.05797757528651
1937;43;60.707620918560764
1937;44;255.11091660356192
1937;45;156.20884688302502
1937;46;141.72455372829137
1937;47;100.80863485459382
1937;48;144.05254997699848
1938;1;128.0460840046785
1938;2;84.69697317368579
1938;3;123.99709928125861
1938;4;124.43600449995171
1938;5;428.2699823477261
1938;6;80.93626298422491
1938;7;430.7316188210943
1938;8;264.92330540640353
1938;9;161.58459787561634
1938;10;224.3712551753451
1938;11;76.94705802944348
1938;12;312.2311516540359
1938;13;262.44159814523294
1938;14;237.9978683726618
1938;15;174.9766097256863
1938;16;61.363410930018205
1938;17;253.90361890885322
1938;18;266.93757320733926
1938;19;123.86384817268555
1938;20;200.13994811379044
1938;21;184.49622273294707
1938;22;100.92678963099691
1938;23;293.2949417136749
1938;24;252.90086221429135
1938;25;284.0136726577626
1938;26;350.5858921007514
1938;27;279.1619200387793
1938;28;147.15321105852163
1938;29;36.36479173743626
1938;30;175.71149205939744
1938;31;255.68396135989786
1938;32;232.93828395547192
1938;33;172.102380022335
1938;34;99.68115546204945
1938;35;184.80169853168894
1938;36;413.1858877205029
1938;37;239.11577199327985
1938;38;149.15455798178863
1938;39;325.7103203288684
1938;40;240.89640159892667
1938;41;36.496513086968264
1938;42;202.43266624656297
1938;43;459.8203413589782
1938;44;195.2402678297471
1938;45;183.814528422331
1938;46;184.30202811126182
1938;47;149.41004502118065
1938;48;215.2209299489373
1939;1;69.90604722415051
1939;2;99.37502593269815
1939;3;67.50088715330008
1939;4;229.70359402099723
1939;5;166.1345461364584
1939;6;319.0054485890821
1939;7;223.00514470203856
1939;8;270.87143558039753
1939;9;189.5630705465967
1939;10;274.84122503975465
1939;11;264.3992949473471
1939;12;111.30690782312271
1939;13;230.40070129296998
1939;14;328.2913997849589
1939;15;256.1229924364983
1939;16;-30.320042916211605
1939;17;384.82858708532933
1939;18;41.98802212127498
1939;19;306.93792971680193
1939;20;112.64689070499153
1939;21;123.78188209671566
1939;22;267.6310872387024
1939;23;7.0239534501760374
1939;24;146.27829122462097
1939;25;386.47075229789965
1939;26;294.06576064245303
1939;27;81.98184052679235
1939;28;219.36717180019147
1939;29;171.21003191910728
1939;30;136.29465828804135
1939;31;203.40932337123365
1939;32;131.59448421104344
1939;33;141.22484619623404
1939;34;107.58205342032174
1939;35;121.0149806184997
1939;36;267.2591806129755
1939;37;197.8865206455828
1939;38;246.55004297802668
1939;39;314.93417544064556
1939;40;26.580942602034014
1939;41;48.2411474274316
1939;42;48.020829612131934
1939;43;39.9567612510495
1939;44;192.79772601914632
1939;45;189.5103321932769
1939;46;23.59690030572034
1939;47;279.79699136598816
1939;48;364.38821607755233
1940;1;301.2181290843764
1940;2;213.61866329726104
1940;3;148.55725837424941
1940;4;203.26831216438987
1940;5;274.1825611751313
1940;6;100.55301959985195
1940;7;304.2275436730929
1940;8;457.37450681578014
1940;9;62.86233753332448
1940;10;281.0799157463336
1940;11;218.01210850846144
1940;12;232.56315851936444
1940;13;398.0526762700791
1940;14;195.36197714753644
1940;15;148.90676241911396
1940;16;146.3227396898382
1940;17;185.017484366138
1940;18;289.8805160341567
1940;19;328.36333954690474
1940;20;139.8723038428075
1940;21;154.91025237120414
1940;22;157.37546746696103
1940;23;129.884800518578
1940;24;-0.9691518869532274
1940;25;122.38389393009031
1940;26;204.6199009701204
1940;27;267.38429150260913
1940;28;234.99343350485697
1940;29;27.233306055396355
1940;30;329.3908614768057
1940;31;193.54812729969757
1940;32;456.5506462438991
1940;33;111.28245214289949
1940;34;85.71301150041342
1940;35;254.54153962540713
1940;36;136.66786779394198
1940;37;339.24184616326136
1940;38;110.57623738092042
1940;39;167.07699801797799
1940;40;252.11875878983392
1940;41;119.23761161736984
1940;42;258.68107336296197
1940;43;270.3772535894516
1940;44;232.3453861242299
1940;45;139.5560515504743
1940;46;274.3293488924513
1940;47;55.7115255530793
1940;48;32.012035844593726
1941;1;101.82877608212544
1941;2;368.558992186409
1941;3;225.10105772704642
1941;4;295.7355402068731
1941;5;259.46891087916833
1941;6;193.34045135733706
1941;7;319.02094649937436
1941;8;244.0885178182135
1941;9;267.07230291882036
1941;10;26.7979159971552
1941;11;199.80640401915358
1941;12;13.742798945899239
1941;13;-103.6662177927696
1941;14;355.6211970181687
1941;15;130.11392339900323
1941;16;131.35932228896496
1941;17;2.7730209356476507
1941;18;90.44521643466548
1941;19;370.5739679122651
1941;20;235.2079451525215
1941;21;250.47452392192187
1941;22;99.87566397701988
1941;23;400.8519589087003
1941;24;300.81288212680096
1941;25;170.30147142153143
1941;26;152.54837885274372
1941;27;135.6568560636243
1941;28;150.20550529606092
1941;29;290.17681000124924
1941;30;275.72979381262405
1941;31;285.6548155170947
1941;32;198.2767287034283
1941;33;267.59435432212877
1941;34;249.748832159976
1941;35;384.53513588287075
1941;36;102.82554100286264
1941;37;164.1026694213064
1941;38;315.16903906577204
1941;39;157.596583086991
1941;40;96.34441267361066
1941;41;124.94457907256734
1941;42;258.282029212745
1941;43;185.26249819629425
1941;44;178.06002983650944
1941;45;-1.031870063350965
1941;46;70.52393105910494
1941;47;13.01438553636882
1941;48;109.68745235273903
1942;1;216.92558789070463
1942;2;228.6017056788852
1942;3;8.101911389191685
1942;4;412.98354735357964
1942;5;38.80180216905006
1942;6;254.78757895831163
1942;7;181.3784931904117
1942;8;345.1351586933582
1942;9;423.5594988895099
1942;10;424.55098735610534
1942;11;291.95634249841174
1942;12;155.0460828129961
1942;13;103.94904916361669
1942;14;242.15192708536796
1942;15;21.41662131285824
1942;16;156.5829788384101
1942;17;80.52313437156049
1942;18;183.2447000215435
1942;19;309.3276394029891
